no_invoice,tanggal,bulan,tahun,kategori,sub_kategori,kuantitas_terjual,harga_per_unit,total_sales
YM24-0154218,24-06-2024,Juni,2024,Seal,Seal Pulau,1,8000,8000
YM24-0154218,24-06-2024,Juni,2024,Kampas Kopling,KPL Ganda ONLY POLINI,1,311500,311500
YM24-0154222,24-06-2024,Juni,2024,Lampu,Indo Part Lampu dop rem,33,9000,297000
YM24-0154222,24-06-2024,Juni,2024,V-Belt,V Belt Only YGP 2DP NMX,22,133500,2937000
YM24-0154222,24-06-2024,Juni,2024,Kaca Spion,Spion Vario WIN,13,48500,630500
YM24-0154222,24-06-2024,Juni,2024,Bearing,BRG AHM SET 6303 RS,27,61000,1647000
YM24-0154222,24-06-2024,Juni,2024,Oli,MOTUL SCOOTER LE 1 LTR,9,81000,729000
YM24-0154225,24-06-2024,Juni,2024,Seal,Seal Water Pump,1,16500,16500
YM24-0154225,24-06-2024,Juni,2024,Kampas Rem,Kampas Belakang Supra,1,45000,45000
YM24-0154225,24-06-2024,Juni,2024,Sakelar,Sakelar Retting,1,16500,16500
YM24-0154225,24-06-2024,Juni,2024,Lampu,AHM Lampu Kepala,1,33500,33500
YM24-0154231,24-06-2024,Juni,2024,Rumah Roller,AHM GMF Beat,1,76500,76500
YM24-0154231,24-06-2024,Juni,2024,Busi,BUSI YGP U22FSU,1,16000,16000
YM24-0154231,24-06-2024,Juni,2024,Bearing,BRG AHM SET 6303 RS,1,62500,62500
YM24-0154234,24-06-2024,Juni,2024,Lampu,AHM Lampu Kepala,1,32500,32500
YM24-0154234,24-06-2024,Juni,2024,Oli,Motul GP MTC 4T,1,70500,70500
YM24-0154242,24-06-2024,Juni,2024,Dinamo,Dinamo YGP Nmx old,1,226500,226500
YM24-0154246,24-06-2024,Juni,2024,Busi,BUSI NGK BP7ES,1,189000,189000
YM24-0154246,24-06-2024,Juni,2024,Seal,Seal oring,1,8500,8500
YM24-0154246,24-06-2024,Juni,2024,Sakelar,Sakelar Lampu,2,11500,23000
YM24-0154253,24-06-2024,Juni,2024,Oli,MOTUL MOTO 4 T,1,53000,53000
YM24-0154253,24-06-2024,Juni,2024,Rumah Roller,AHM GMF Beat,1,78500,78500
YM24-0154253,24-06-2024,Juni,2024,Gasket,Gasket Cylinder Nmx,1,14000,14000
YM24-0154259,25-06-2024,Juni,2024,Gear Rantai,Gear Seat AHM KWB revo,1,202500,202500
YM24-0154259,25-06-2024,Juni,2024,Sakelar,Sakelar Klakson,1,8500,8500
YM24-0154259,25-06-2024,Juni,2024,Lampu,AHM Lampu Kepala,1,33000,33000
YM24-0154259,25-06-2024,Juni,2024,Filter Udara,Filter Udara BRT,1,77500,77500
YM24-0154261,25-06-2024,Juni,2024,Seal,Seal Kopling,6,5500,33000
YM24-0154261,25-06-2024,Juni,2024,Dinamo,Dinamo AHM KVB Vario,16,202500,3240000
YM24-0154261,25-06-2024,Juni,2024,Oli,Evalube 2T 0.7,6,25000,150000
YM24-0154266,25-06-2024,Juni,2024,Oli,Castrol Pro 2T,1,37500,37500
YM24-0154266,25-06-2024,Juni,2024,Busi,BUSI YGP U22FSU,1,16000,16000
YM24-0154266,25-06-2024,Juni,2024,Kampas Kopling,KPL Ganda ONLY BRT,1,225500,225500
YM24-0154266,25-06-2024,Juni,2024,Roller,BRT Mio,1,76500,76500
YM24-0154273,25-06-2024,Juni,2024,Sensor,Sensor TPS KOJ,16,218500,3496000
YM24-0154273,25-06-2024,Juni,2024,Sakelar,Sakelar Retting,8,16500,132000
YM24-0154273,25-06-2024,Juni,2024,Sakelar,Sakelar Indling stop,8,13000,104000
YM24-0154278,25-06-2024,Juni,2024,Busi,BUSI YGP U22FSU,1,16000,16000
YM24-0154278,25-06-2024,Juni,2024,Oli,MOTUL SCOOTER GEAR,1,16500,16500
YM24-0154278,25-06-2024,Juni,2024,Lampu,Indo Part Lampu dop rem,1,8500,8500
YM24-0154279,25-06-2024,Juni,2024,Shockbreaker,Shock AHM KZR Vario 125,6,229000,1374000
YM24-0154279,25-06-2024,Juni,2024,Filter Udara,Filter Udara BRT,16,77500,1240000
YM24-0154279,25-06-2024,Juni,2024,Oli,MOTUL SCOOTER GEAR,35,17000,595000
YM24-0154279,25-06-2024,Juni,2024,Ban,FDR TR TL 100/80-14,2,318500,637000
YM24-0154287,25-06-2024,Juni,2024,Bearing,BRG AHM SET 6301 RS,2,55500,111000
YM24-0154287,25-06-2024,Juni,2024,Seal,Seal Water Pump,1,17000,17000
YM24-0154292,25-06-2024,Juni,2024,Sakelar,Sakelar Indling stop,33,13000,429000
YM24-0154292,25-06-2024,Juni,2024,Gasket,Gasket full seat AHM Scoopy,10,60500,605000
YM24-0154292,25-06-2024,Juni,2024,Busi,BUSI NGK BP7ES,5,191500,957500
YM24-0154292,25-06-2024,Juni,2024,Piringan Cakram,Piringan DPN KC/YMMT NMX,16,108000,1728000
YM24-0154292,25-06-2024,Juni,2024,Aki,Aki Kering AHM GTZ6V,3,300000,900000
YM24-0154292,25-06-2024,Juni,2024,Gasket,Gasket Cylinder Nmx,14,14500,203000
YM24-0154292,25-06-2024,Juni,2024,Kampas Rem,DPAD AHM KVBT01 VARIO,16,55500,888000
YM24-0154297,25-06-2024,Juni,2024,Seal,Seal Pulau,1,8000,8000
YM24-0154303,25-06-2024,Juni,2024,Oli,MOTUL SCOOTER LE 1 LTR,6,79500,477000
YM24-0154303,25-06-2024,Juni,2024,Velg,Velg TDR,9,1645500,14809500
YM24-0154303,25-06-2024,Juni,2024,V-Belt,V Belt set AHM KVB,17,162000,2754000
YM24-0154303,25-06-2024,Juni,2024,Bearing,BRG AHM SET 6304 RS,12,62500,750000
YM24-0154303,25-06-2024,Juni,2024,Gear Rantai,Gear suprax 125 gear 39,9,269000,2421000
YM24-0154303,25-06-2024,Juni,2024,Oli,Mesran 40 1 LTR,17,44000,748000
YM24-0154308,25-06-2024,Juni,2024,Oli,MPX 1 0.8L,1,53500,53500
YM24-0154314,25-06-2024,Juni,2024,Oli,Evalube Matic 0.8 L,9,44000,396000
YM24-0154314,25-06-2024,Juni,2024,Bearing,BRG AHM SET 6203 RS,10,53500,535000
YM24-0154314,25-06-2024,Juni,2024,Oli,Evalube 2T 0.7,40,25500,1020000
YM24-0154314,25-06-2024,Juni,2024,Oli,Mesrania 2T super 1 L,19,48500,921500
YM24-0154314,25-06-2024,Juni,2024,V-Belt,V Belt kit AHM K16,18,168000,3024000
YM24-0154320,25-06-2024,Juni,2024,Oli,Castrol Pro 2T,12,37500,450000
YM24-0154320,25-06-2024,Juni,2024,Oli,MPX 1 0.8L,9,54500,490500
YM24-0154320,25-06-2024,Juni,2024,Roller,Kawahara Nmx,33,71500,2359500
YM24-0154320,25-06-2024,Juni,2024,Ban,BL Maxxis 90/80-14 VICTRA,2,313000,626000
YM24-0154320,25-06-2024,Juni,2024,Aki,Aki Kering GS ASTRA GTZ7V,4,340000,1360000
YM24-0154320,25-06-2024,Juni,2024,Oli,MOTUL SCOOTER GEAR,39,16500,643500
YM24-0154328,25-06-2024,Juni,2024,Ban,FDR TR TL 100/80-14,10,318000,3180000
YM24-0154328,25-06-2024,Juni,2024,Kampas Rem,Kampas Belakang Supra,15,44000,660000
YM24-0154328,25-06-2024,Juni,2024,Roller,Kawahara Nmx,35,73000,2555000
YM24-0154328,25-06-2024,Juni,2024,Filter Udara,Filter Udara YGP,25,78000,1950000
YM24-0154328,25-06-2024,Juni,2024,Seal,Seal Kopling,24,5500,132000
YM24-0154328,25-06-2024,Juni,2024,Seal,Seal oring,25,9000,225000
YM24-0154328,25-06-2024,Juni,2024,Oli,Motul SC EXP LE 4T,6,118000,708000
YM24-0154328,25-06-2024,Juni,2024,Oli,Evalube Matic 0.8 L,19,44000,836000
YM24-0154328,25-06-2024,Juni,2024,Busi,BUSI YGP U22FSU,7,16000,112000
YM24-0154331,25-06-2024,Juni,2024,Roller,Kawahara Nmx,1,71500,71500
YM24-0154331,25-06-2024,Juni,2024,V-Belt,V Belt set AHM K35,1,188500,188500
YM24-0154332,25-06-2024,Juni,2024,Ban,BL Maxxis 120/70-12 VICTRA,1,447000,447000
YM24-0154332,25-06-2024,Juni,2024,V-Belt,V Belt kit AHM K16,1,165500,165500
YM24-0154339,26-06-2024,Juni,2024,Gasket,Gasket full seat AHM Supra Fit,2,73500,147000
YM24-0154339,26-06-2024,Juni,2024,Seal,Seal Crankshaf,1,11500,11500
YM24-0154346,26-06-2024,Juni,2024,Aki,Aki Kering GS ASTRA GTZ7V,1,337000,337000
YM24-0154354,26-06-2024,Juni,2024,Oli,Grand Manual 0.8 L,1,41500,41500
YM24-0154354,26-06-2024,Juni,2024,Busi,BUSI AHM U22FER9,1,30500,30500
YM24-0154354,26-06-2024,Juni,2024,Ban,FDR TR TL 100/80-14,2,320500,641000
YM24-0154357,26-06-2024,Juni,2024,Ban,FDR TR TL 80/80-17 Sport Evo,1,265500,265500
YM24-0154357,26-06-2024,Juni,2024,Kampas Rem,DPAD BLK SUPRA,1,52500,52500
YM24-0154361,26-06-2024,Juni,2024,Shockbreaker,Shock AHM KVY Beat,2,230000,460000
YM24-0154367,26-06-2024,Juni,2024,Ban,BL AHM 70/90-17 KWW,16,170000,2720000
YM24-0154367,26-06-2024,Juni,2024,Roller,BRT Mio,12,77500,930000
YM24-0154367,26-06-2024,Juni,2024,Gasket,Gasket full seat AHM Scoopy,9,60500,544500
YM24-0154367,26-06-2024,Juni,2024,Sakelar,Sakelar Retting,13,16500,214500
YM24-0154367,26-06-2024,Juni,2024,Sakelar,Sakelar Lampu,38,11000,418000
YM24-0154367,26-06-2024,Juni,2024,Bearing,BRG AHM SET 6201 RS,5,50500,252500
YM24-0154367,26-06-2024,Juni,2024,Roller,BRT VARIO 125,6,85500,513000
YM24-0154371,26-06-2024,Juni,2024,Dinamo,Dinamo ST indo KPH,1,187000,187000
YM24-0154371,26-06-2024,Juni,2024,Sakelar,Sakelar Retting,2,17000,34000
YM24-0154372,26-06-2024,Juni,2024,Filter Udara,Filter Udara YGP,1,77000,77000
YM24-0154380,26-06-2024,Juni,2024,Kampas Rem,Kampas Depan Supra X,2,56000,112000
YM24-0154380,26-06-2024,Juni,2024,Piringan Cakram,Piringan DPN KC/YMMT NMX,1,109500,109500
YM24-0154380,26-06-2024,Juni,2024,Busi,BUSI YGP U22FSU,1,16500,16500
YM24-0154380,26-06-2024,Juni,2024,Lampu,AHM Lampu Kepala,1,33000,33000
YM24-0154386,26-06-2024,Juni,2024,Sakelar,Sakelar Indling stop,36,13000,468000
YM24-0154386,26-06-2024,Juni,2024,Sakelar,Sakelar Lampu,12,11500,138000
YM24-0154386,26-06-2024,Juni,2024,Oli,Evalube 2T PRO 0.7,40,34000,1360000
YM24-0154386,26-06-2024,Juni,2024,Sakelar,Sakelar Retting,10,16500,165000
YM24-0154386,26-06-2024,Juni,2024,Oli,MOTUL SCOOTER LE 1 LTR,33,79500,2623500
YM24-0154386,26-06-2024,Juni,2024,Seal,Seal Kopling,11,5500,60500
YM24-0154386,26-06-2024,Juni,2024,Gear Rantai,Gear Seat AHM KWB revo,14,209500,2933000
YM24-0154388,26-06-2024,Juni,2024,Oli,Mesran 40 1 LTR,10,45500,455000
YM24-0154388,26-06-2024,Juni,2024,Sakelar,Sakelar Lampu,10,11500,115000
YM24-0154388,26-06-2024,Juni,2024,Radiator,Radiator YMMT Vario 125,17,129500,2201500
YM24-0154388,26-06-2024,Juni,2024,Gear Rantai,Gear Seat Asp Grand,16,163500,2616000
YM24-0154388,26-06-2024,Juni,2024,Oli,Motul GP MTC 4T,7,72500,507500
YM24-0154388,26-06-2024,Juni,2024,Oli,MPX 1 0.8L,6,55000,330000
YM24-0154389,26-06-2024,Juni,2024,Seal,Seal Kopling,1,5500,5500
YM24-0154389,26-06-2024,Juni,2024,Oli,Motul GP MTC 4T,1,71500,71500
YM24-0154389,26-06-2024,Juni,2024,V-Belt,V belt Only YGP B65 AEROX/NMX NEW,1,132000,132000
YM24-0154392,26-06-2024,Juni,2024,Piringan Cakram,Piringan DPN KC/YMMT NMX,7,110000,770000
YM24-0154392,26-06-2024,Juni,2024,Kampas Rem,DPAD BLK SUPRA,24,52000,1248000
YM24-0154392,26-06-2024,Juni,2024,Sakelar,Sakelar Lampu,10,11000,110000
YM24-0154392,26-06-2024,Juni,2024,Kampas Rem,DPAD YGP 3C1 NMX,12,61000,732000
YM24-0154392,26-06-2024,Juni,2024,Ban,BL IRC MB86 100/90-12,4,254000,1016000
YM24-0154392,26-06-2024,Juni,2024,Lampu,SGP Lampu Kepala depan,18,28000,504000
YM24-0154392,26-06-2024,Juni,2024,Rumah Roller,AHM GMF Beat,5,78500,392500
YM24-0154396,26-06-2024,Juni,2024,Lampu,Indo Part Lampu dop rem,1,9000,9000
YM24-0154396,26-06-2024,Juni,2024,V-Belt,V Belt kit AHM K16,1,169500,169500
YM24-0154401,26-06-2024,Juni,2024,Roller,BRT NMX,1,86500,86500
YM24-0154401,26-06-2024,Juni,2024,Sensor,Sensor TPS,1,95500,95500
YM24-0154401,26-06-2024,Juni,2024,Oli,Evalube Matic 0.8 L,1,45000,45000
YM24-0154408,26-06-2024,Juni,2024,Shockbreaker,Shock AHM KZR Vario 125,2,236500,473000
YM24-0154408,26-06-2024,Juni,2024,Gear Rantai,Gear seat YGP 5TP JUP Z,1,204000,204000
YM24-0154416,26-06-2024,Juni,2024,Oli,Yamalube Super Matic 1 L,1,70000,70000
YM24-0154416,26-06-2024,Juni,2024,Gasket,Gasket full seat AHM Scoopy,2,61000,122000
YM24-0154424,26-06-2024,Juni,2024,Bearing,BRG AHM SET 6304 RS,2,62000,124000
YM24-0154427,26-06-2024,Juni,2024,Hendel Rem,Hendel Rem No Name,2,219500,439000
YM24-0154432,26-06-2024,Juni,2024,Filter Udara,Filter Udara Suzuki,1,54500,54500
YM24-0154432,26-06-2024,Juni,2024,Seal,Seal Pulau,2,8000,16000
YM24-0154435,27-06-2024,Juni,2024,Ban,BL Maxxis 80/90-14 VICTRA,1,258500,258500
YM24-0154435,27-06-2024,Juni,2024,Kampas Kopling,KPL Ganda ONLY MALOSSI,1,282500,282500
YM24-0154435,27-06-2024,Juni,2024,Filter Udara,Filter Udara AHM,1,68000,68000
YM24-0154437,27-06-2024,Juni,2024,Seal,Seal Crankshaf,1,11000,11000
YM24-0154437,27-06-2024,Juni,2024,Oli,Mesran 40 1 LTR,1,45500,45500
YM24-0154437,27-06-2024,Juni,2024,Kaca Spion,Spion Beat FI,1,55500,55500
YM24-0154438,27-06-2024,Juni,2024,Bearing,BRG AHM SET 6303 RS,1,61500,61500
YM24-0154438,27-06-2024,Juni,2024,Sakelar,Sakelar Lampu,2,11500,23000
YM24-0154438,27-06-2024,Juni,2024,Sensor,Sensor TPS,1,97000,97000
YM24-0154445,27-06-2024,Juni,2024,Dinamo,Dinamo YGP Nmx old,1,218000,218000
YM24-0154445,27-06-2024,Juni,2024,V-Belt,V Belt Only YGP 2DP NMX,1,130000,130000
YM24-0154451,27-06-2024,Juni,2024,Oli,Evalube 2T 0.7,10,25500,255000
YM24-0154451,27-06-2024,Juni,2024,Oli,Mesran 40 1 LTR,15,45500,682500
YM24-0154451,27-06-2024,Juni,2024,Kampas Rem,DPAD AHM KVBT01 VARIO,16,57000,912000
YM24-0154458,27-06-2024,Juni,2024,Seal,Seal Pulau,1,8000,8000
YM24-0154458,27-06-2024,Juni,2024,Velg,Velg Enkei,2,1680000,3360000
YM24-0154461,27-06-2024,Juni,2024,Oli,Evalube 2T 0.7,12,26000,312000
YM24-0154461,27-06-2024,Juni,2024,Seal,Seal Crankshaf,8,11000,88000
YM24-0154467,27-06-2024,Juni,2024,Roller,BRT VARIO 110,30,81500,2445000
YM24-0154467,27-06-2024,Juni,2024,Bearing,BRG AHM SET 6301 RS,20,55500,1110000
YM24-0154471,27-06-2024,Juni,2024,Bearing,BRG AHM SET 6302 RS,2,57500,115000
YM24-0154471,27-06-2024,Juni,2024,Lampu,Indo Part Lampu dop rem,1,9000,9000
YM24-0154471,27-06-2024,Juni,2024,Roller,Kawahara Nmx,1,73000,73000
YM24-0154474,27-06-2024,Juni,2024,Rumah Roller,AHM K44 Scoopy,1,107000,107000
YM24-0154474,27-06-2024,Juni,2024,Filter Udara,Filter Udara BRT,1,77500,77500
YM24-0154474,27-06-2024,Juni,2024,Lampu,AHM Lampu Kepala,1,32500,32500
YM24-0154482,27-06-2024,Juni,2024,Gasket,Gasket full seat AHM Supra Fit,2,73000,146000
YM24-0154486,27-06-2024,Juni,2024,Piringan Cakram,Piringan DPN KC/YMMT NMX,1,107000,107000
YM24-0154493,27-06-2024,Juni,2024,Sakelar,Sakelar Retting,1,16500,16500
YM24-0154494,27-06-2024,Juni,2024,Kampas Rem,DPAD BLK SUPRA,8,52000,416000
YM24-0154494,27-06-2024,Juni,2024,Oli,Mesran 40 1 LTR,11,44500,489500
YM24-0154495,27-06-2024,Juni,2024,Lampu,AHM Lampu Kepala,1,34000,34000
YM24-0154495,27-06-2024,Juni,2024,Busi,BUSI NGK BP7ES,1,188500,188500
YM24-0154502,27-06-2024,Juni,2024,Shockbreaker,Shock AHM KZR Vario 125,2,231500,463000
YM24-0154502,27-06-2024,Juni,2024,Sakelar,Sakelar Indling stop,2,13000,26000
YM24-0154506,28-06-2024,Juni,2024,V-Belt,V belt kit AHM KZR VARIO 125,10,185500,1855000
YM24-0154506,28-06-2024,Juni,2024,Filter Udara,Filter Udara Suzuki,9,55000,495000
YM24-0154506,28-06-2024,Juni,2024,Oli,Grand Manual 0.8 L,27,42000,1134000
YM24-0154506,28-06-2024,Juni,2024,Roller,BRT VARIO 125,5,85500,427500
YM24-0154506,28-06-2024,Juni,2024,Sakelar,Sakelar Indling stop,29,13000,377000
YM24-0154506,28-06-2024,Juni,2024,Oli,Evalube 2T PRO 0.7,14,34000,476000
YM24-0154510,28-06-2024,Juni,2024,Gear Rantai,Gear Seat Asp Grand,1,165500,165500
YM24-0154510,28-06-2024,Juni,2024,Lampu,SGP Lampu Kepala depan,1,27500,27500
YM24-0154510,28-06-2024,Juni,2024,V-Belt,V Belt Only YGP 2DP NMX,1,130000,130000
YM24-0154513,28-06-2024,Juni,2024,Seal,Seal oring,2,8500,17000
YM24-0154518,28-06-2024,Juni,2024,Rumah Roller,AHM KOJ Scoopy New,9,84500,760500
YM24-0154518,28-06-2024,Juni,2024,Kampas Kopling,KPL Ganda ONLY AHM KVB VARIO,16,170500,2728000
YM24-0154518,28-06-2024,Juni,2024,Bearing,BRG AHM SET 6302 RS,26,58000,1508000
YM24-0154518,28-06-2024,Juni,2024,Kampas Kopling,KPL Ganda ONLY POLINI,5,309000,1545000
YM24-0154518,28-06-2024,Juni,2024,Oli,Castrol Pro 2T,36,38500,1386000
YM24-0154518,28-06-2024,Juni,2024,Ban,BL IRC MB86 100/90-12,5,251500,1257500
YM24-0154518,28-06-2024,Juni,2024,Sakelar,Sakelar Lampu,9,11000,99000
YM24-0154526,28-06-2024,Juni,2024,Bearing,BRG AHM SET 6204 RS,32,56000,1792000
YM24-0154526,28-06-2024,Juni,2024,Oli,Motul SC EXP LE 4T,20,116500,2330000
YM24-0154526,28-06-2024,Juni,2024,Kampas Rem,Kampas Depan Supra X,9,55000,495000
YM24-0154526,28-06-2024,Juni,2024,Filter Udara,Filter Udara Suzuki,27,54500,1471500
YM24-0154526,28-06-2024,Juni,2024,Gasket,Gasket full seat AHM Scoopy,10,60000,600000
YM24-0154528,28-06-2024,Juni,2024,Busi,BUSI YGP U22FSU,1,16000,16000
YM24-0154528,28-06-2024,Juni,2024,Kampas Rem,DPAD YGP 2BM,2,71500,143000
YM24-0154534,28-06-2024,Juni,2024,Dinamo,Dinamo ST indo KPH,1,184000,184000
YM24-0154542,28-06-2024,Juni,2024,Gear Rantai,Gear Seat Asp Grand,1,169500,169500
YM24-0154543,28-06-2024,Juni,2024,Roller,BRT VARIO 125,1,86500,86500
YM24-0154549,28-06-2024,Juni,2024,Oli,Castrol Pro 2T,5,38500,192500
YM24-0154549,28-06-2024,Juni,2024,V-Belt,V belt kit AHM KZR VARIO 125,17,188500,3204500
YM24-0154557,28-06-2024,Juni,2024,Shockbreaker,Shock AHM KZR Vario 125,1,232500,232500
YM24-0154561,28-06-2024,Juni,2024,Bearing,BRG AHM SET 6204 RS,6,55000,330000
YM24-0154561,28-06-2024,Juni,2024,Kampas Rem,DPAD YGP 2BM,16,72000,1152000
YM24-0154561,28-06-2024,Juni,2024,Oli,MOTUL SCOOTER GEAR,5,16500,82500
YM24-0154563,28-06-2024,Juni,2024,Rumah Roller,AHM KVB Vario,1,93500,93500
YM24-0154563,28-06-2024,Juni,2024,V-Belt,V belt kit AHM KZR VARIO 125,1,191500,191500
YM24-0154563,28-06-2024,Juni,2024,Shockbreaker,Shock AHM KZR Vario 125,2,234000,468000
YM24-0154563,28-06-2024,Juni,2024,Kampas Kopling,KPL Ganda ONLY MALOSSI,1,276500,276500
YM24-0154567,29-06-2024,Juni,2024,Lampu,Indo Part Lampu dop rem,1,8500,8500
YM24-0154575,29-06-2024,Juni,2024,Shockbreaker,Shock AHM KZR Vario 125,1,236000,236000
YM24-0154575,29-06-2024,Juni,2024,Seal,Seal Kopling,1,6000,6000
YM24-0154575,29-06-2024,Juni,2024,Oli,MOTUL SCOOTER LE 1 LTR,1,81000,81000
YM24-0154582,29-06-2024,Juni,2024,Gear Rantai,Gear seat AHM KEV Supra,16,214500,3432000
YM24-0154582,29-06-2024,Juni,2024,Gasket,Gasket Cylinder Nmx,8,14000,112000
YM24-0154582,29-06-2024,Juni,2024,V-Belt,V belt kit AHM KZR VARIO 125,6,187000,1122000
YM24-0154582,29-06-2024,Juni,2024,Bearing,BRG AHM SET 6301 RS,5,57000,285000
YM24-0154582,29-06-2024,Juni,2024,Aki,Aki Kering AHM GTZ6V,5,304500,1522500
YM24-0154588,29-06-2024,Juni,2024,V-Belt,V Belt Only YGP 2DP NMX,1,133000,133000
YM24-0154588,29-06-2024,Juni,2024,Ban,FDR TR TL 90/80-17 Sport Evo,2,331500,663000
YM24-0154588,29-06-2024,Juni,2024,Gasket,Gasket Cylinder head Nmx,1,33500,33500
YM24-0154596,29-06-2024,Juni,2024,Busi,BUSI AHM U22FER9,1,31000,31000
YM24-0154596,29-06-2024,Juni,2024,Roller,BRT NMX,1,86500,86500
YM24-0154600,29-06-2024,Juni,2024,Filter Udara,Filter Udara Suzuki,1,55500,55500
YM24-0154600,29-06-2024,Juni,2024,Ban,FDR TR TL 90/80-17 Sport Evo,2,333000,666000
YM24-0154600,29-06-2024,Juni,2024,Bearing,BRG AHM SET 6302 RS,1,57000,57000
YM24-0154602,29-06-2024,Juni,2024,Lampu,SGP Lampu Kepala depan,1,27500,27500
YM24-0154603,29-06-2024,Juni,2024,Hendel Rem,Hendel Rem Ori AHM,1,169000,169000
YM24-0154603,29-06-2024,Juni,2024,Sakelar,Sakelar Retting,2,17000,34000
YM24-0154609,29-06-2024,Juni,2024,Oli,MOTUL MOTO 4 T,1,52000,52000
YM24-0154609,29-06-2024,Juni,2024,Kampas Rem,DPAD AHM KVBT01 VARIO,2,56000,112000
YM24-0154616,29-06-2024,Juni,2024,V-Belt,V Belt set AHM KWN,13,169500,2203500
YM24-0154621,29-06-2024,Juni,2024,Busi,BUSI AHM U22FER9,1,30500,30500
YM24-0154621,29-06-2024,Juni,2024,Lampu,SGP Lampu Kepala depan,1,28000,28000
YM24-0154621,29-06-2024,Juni,2024,Kampas Kopling,KPL Ganda ONLY AHM KVB VARIO,1,173500,173500
YM24-0154621,29-06-2024,Juni,2024,Piringan Cakram,Piringan DPN AHM Scoopy New,2,77000,154000
YM24-0154629,29-06-2024,Juni,2024,Piringan Cakram,Piringan BLK KC/UTH NMX,1,111000,111000
YM24-0154629,29-06-2024,Juni,2024,Ban,BL IRC MB67 110/90-12,1,301000,301000
YM24-0154629,29-06-2024,Juni,2024,Busi,BUSI YGP U22FSU,1,16000,16000
YM24-0154636,29-06-2024,Juni,2024,Dinamo,Dinamo YGP Nmx old,1,221500,221500
YM24-0154636,29-06-2024,Juni,2024,Bearing,BRG AHM SET 6202 RS,1,50000,50000
YM24-0154640,29-06-2024,Juni,2024,Busi,BUSI YGP U22FSU,1,16500,16500
YM24-0154645,30-06-2024,Juni,2024,Roller,Kawahara Nmx,1,71000,71000
YM24-0154650,30-06-2024,Juni,2024,Shockbreaker,Shock AHM KVY Beat,2,233500,467000
YM24-0154656,30-06-2024,Juni,2024,Oli,Motul GP MTC 4T,1,70000,70000
YM24-0154660,30-06-2024,Juni,2024,Sakelar,Sakelar Klakson,2,9000,18000
YM24-0154660,30-06-2024,Juni,2024,Piringan Cakram,Piringan DPN AHM Scoopy New,1,75000,75000
YM24-0154660,30-06-2024,Juni,2024,Rumah Roller,AHM KVB Vario,1,95500,95500
YM24-0154660,30-06-2024,Juni,2024,Bearing,BRG AHM SET 6304 RS,2,62500,125000
YM24-0154665,30-06-2024,Juni,2024,Filter Udara,Filter Udara BRT,1,77500,77500
YM24-0154665,30-06-2024,Juni,2024,Bearing,BRG AHM SET 6302 RS,2,58000,116000
YM24-0154665,30-06-2024,Juni,2024,Seal,Seal Kopling,2,6000,12000
YM24-0154665,30-06-2024,Juni,2024,Ban,BL AHM 80/90-17 KWW,1,203500,203500
YM24-0154671,30-06-2024,Juni,2024,Rumah Roller,AHM KVB Vario,1,92500,92500
YM24-0154671,30-06-2024,Juni,2024,Roller,BRT Mio,1,78500,78500
YM24-0154673,30-06-2024,Juni,2024,V-Belt,V Belt kit AHM K16,16,168500,2696000
YM24-0154673,30-06-2024,Juni,2024,Aki,Aki Kering YGP 3C1,17,222000,3774000
YM24-0154673,30-06-2024,Juni,2024,Busi,BUSI AHM U22FER9,8,31000,248000
YM24-0154680,30-06-2024,Juni,2024,Shockbreaker,Shock AHM K25 Beat FI,16,226000,3616000
YM24-0154680,30-06-2024,Juni,2024,Oli,MPX 1 0.8L,7,55500,388500
YM24-0154680,30-06-2024,Juni,2024,Aki,Aki Kering YGP 3C1,16,219500,3512000
YM24-0154680,30-06-2024,Juni,2024,Ban,BL Maxxis 80/90-14 VICTRA,7,265500,1858500
YM24-0154681,30-06-2024,Juni,2024,Lampu,AHM Lampu Kepala,36,33500,1206000
YM24-0154681,30-06-2024,Juni,2024,Oli,MPX 1 0.8L,27,55000,1485000
YM24-0154681,30-06-2024,Juni,2024,Bearing,BRG AHM SET 6303 RS,23,62500,1437500
YM24-0154681,30-06-2024,Juni,2024,Kampas Kopling,KPL Ganda ONLY MALOSSI,9,281500,2533500
YM24-0154681,30-06-2024,Juni,2024,Kampas Rem,Kampas Belakang Supra,12,44500,534000
YM24-0154689,01-07-2024,Juli,2024,Piringan Cakram,Piringan DPN AHM Scoopy New,13,75000,975000
YM24-0154689,01-07-2024,Juli,2024,Rumah Roller,AHM GMF Beat,22,77000,1694000
YM24-0154689,01-07-2024,Juli,2024,Ban,BL Maxxis 100/80-14 VICTRA,2,391500,783000
YM24-0154689,01-07-2024,Juli,2024,Oli,MOTUL SCOOTER POWER LE,21,144500,3034500
YM24-0154689,01-07-2024,Juli,2024,Seal,Seal Crankshaf,16,11500,184000
YM24-0154689,01-07-2024,Juli,2024,Oli,Mesran 40 1 LTR,10,45000,450000
YM24-0154689,01-07-2024,Juli,2024,Oli,MOTUL SCOOTER GEAR,9,17000,153000
YM24-0154691,01-07-2024,Juli,2024,Sensor,Injektor Vario 150 YMMT,1,139500,139500
YM24-0154691,01-07-2024,Juli,2024,Oli,Mesrania 2T super 1 L,1,50000,50000
YM24-0154697,01-07-2024,Juli,2024,Seal,Seal oring,14,8500,119000
YM24-0154697,01-07-2024,Juli,2024,Roller,Kawahara Nmx,11,71000,781000
